Region Code;Region Name;Code of Electoral District;Name of Electoral District;Code of Territorial District;Name of Territorial District;Party Number;Party Name;Votes;Vote Share in %;Party Voters Using their Right of Preferential Voting;Preferential Vote Share in %
7;Region of Prešov;704;Poprad;704;Levoča;20;SOLIDARITA - Hnutie pracujúcej chudoby;35;0.22;24;68,57
7;Region of Prešov;704;Poprad;704;Levoča;21;HLAS ĽUDU;7;0.04;3;42,85
7;Region of Prešov;704;Poprad;704;Levoča;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;2;0.01;1;50,00
7;Region of Prešov;704;Poprad;704;Levoča;23;Práca slovenského národa;11;0.07;6;54,54
7;Region of Prešov;704;Poprad;704;Levoča;24;Kotlebovci - Ľudová strana Naše Slovensko;1635;10.4; 1 418;86,72
7;Region of Prešov;704;Poprad;704;Levoča;25;Socialisti.sk;72;0.45;57;79,16
7;Region of Prešov;704;Poprad;706;Poprad;1;Slovenská ľudová strana Andreja Hlinku;207;0.36;166;80,19
7;Region of Prešov;704;Poprad;706;Poprad;2;DOBRÁ VOĽBA;2337;4.17; 1 940;83,01
7;Region of Prešov;704;Poprad;706;Poprad;3;Sloboda a Solidarita;3489;6.23; 2 690;77,09
7;Region of Prešov;704;Poprad;706;Poprad;4;SME RODINA;4154;7.42; 3 236;77,90
7;Region of Prešov;704;Poprad;706;Poprad;5;Slovenské Hnutie Obrody;31;0.05;20;64,51
7;Region of Prešov;704;Poprad;706;Poprad;6;ZA ĽUDÍ;6040;10.79; 4 952;81,98
7;Region of Prešov;704;Poprad;706;Poprad;7;MÁME TOHO DOSŤ !;177;0.31;115;64,97
7;Region of Prešov;704;Poprad;706;Poprad;9;Slovenská národná strana;1449;2.58; 1 143;78,88
7;Region of Prešov;704;Poprad;706;Poprad;10;Demokratická strana;62;0.11;48;77,41
7;Region of Prešov;704;Poprad;706;Poprad;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;15194;27.14; 12 867;84,68
7;Region of Prešov;704;Poprad;706;Poprad;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;3556;6.35; 2 847;80,06
7;Region of Prešov;704;Poprad;706;Poprad;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;32;0.05;19;59,37
7;Region of Prešov;704;Poprad;706;Poprad;14;99 % - občiansky hlas;11;0.01;6;54,54
7;Region of Prešov;704;Poprad;706;Poprad;15;Kresťanskodemokratické hnutie;3191;5.7; 2 656;83,23
7;Region of Prešov;704;Poprad;706;Poprad;16;Slovenská liga;8;0.01;4;50,00
7;Region of Prešov;704;Poprad;706;Poprad;17;VLASŤ;2256;4.03; 1 916;84,92
7;Region of Prešov;704;Poprad;706;Poprad;18;MOST - HÍD;164;0.29;132;80,48
7;Region of Prešov;704;Poprad;706;Poprad;19;SMER - sociálna demokracia;8364;14.94; 7 169;85,71
7;Region of Prešov;704;Poprad;706;Poprad;20;SOLIDARITA - Hnutie pracujúcej chudoby;108;0.19;80;74,07
7;Region of Prešov;704;Poprad;706;Poprad;21;HLAS ĽUDU;30;0.05;20;66,66
7;Region of Prešov;704;Poprad;706;Poprad;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;71;0.12;60;84,50
7;Region of Prešov;704;Poprad;706;Poprad;23;Práca slovenského národa;21;0.03;12;57,14
7;Region of Prešov;704;Poprad;706;Poprad;24;Kotlebovci - Ľudová strana Naše Slovensko;4686;8.37; 3 941;84,10
7;Region of Prešov;704;Poprad;706;Poprad;25;Socialisti.sk;328;0.58;221;67,37
7;Region of Prešov;705;Prešov;707;Prešov;1;Slovenská ľudová strana Andreja Hlinku;334;0.37;276;82,63
7;Region of Prešov;705;Prešov;707;Prešov;2;DOBRÁ VOĽBA;2953;3.3; 2 409;81,57
7;Region of Prešov;705;Prešov;707;Prešov;3;Sloboda a Solidarita;4557;5.1; 3 633;79,72
7;Region of Prešov;705;Prešov;707;Prešov;4;SME RODINA;7725;8.65; 6 435;83,30
7;Region of Prešov;705;Prešov;707;Prešov;5;Slovenské Hnutie Obrody;51;0.05;37;72,54
7;Region of Prešov;705;Prešov;707;Prešov;6;ZA ĽUDÍ;6256;7.00; 5 112;81,71
7;Region of Prešov;705;Prešov;707;Prešov;7;MÁME TOHO DOSŤ !;339;0.37;242;71,38
7;Region of Prešov;705;Prešov;707;Prešov;9;Slovenská národná strana;2802;3.13; 2 313;82,54
7;Region of Prešov;705;Prešov;707;Prešov;10;Demokratická strana;110;0.12;84;76,36
7;Region of Prešov;705;Prešov;707;Prešov;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;26264;29.42; 23 071;87,84
7;Region of Prešov;705;Prešov;707;Prešov;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;5250;5.88; 4 303;81,96
7;Region of Prešov;705;Prešov;707;Prešov;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;36;0.04;24;66,66
7;Region of Prešov;705;Prešov;707;Prešov;14;99 % - občiansky hlas;27;0.03;17;62,96
7;Region of Prešov;705;Prešov;707;Prešov;15;Kresťanskodemokratické hnutie;7789;8.72; 6 824;87,61
7;Region of Prešov;705;Prešov;707;Prešov;16;Slovenská liga;18;0.02;10;55,55
7;Region of Prešov;705;Prešov;707;Prešov;17;VLASŤ;2317;2.59; 1 970;85,02
7;Region of Prešov;705;Prešov;707;Prešov;18;MOST - HÍD;522;0.58;483;92,52
7;Region of Prešov;705;Prešov;707;Prešov;19;SMER - sociálna demokracia;15127;16.94; 13 315;88,02
7;Region of Prešov;705;Prešov;707;Prešov;20;SOLIDARITA - Hnutie pracujúcej chudoby;90;0.1;60;66,66
7;Region of Prešov;705;Prešov;707;Prešov;21;HLAS ĽUDU;58;0.06;45;77,58
7;Region of Prešov;705;Prešov;707;Prešov;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;33;0.03;26;78,78
7;Region of Prešov;705;Prešov;707;Prešov;23;Práca slovenského národa;31;0.03;19;61,29
7;Region of Prešov;705;Prešov;707;Prešov;24;Kotlebovci - Ľudová strana Naše Slovensko;6002;6.72; 5 099;84,95
7;Region of Prešov;705;Prešov;707;Prešov;25;Socialisti.sk;555;0.62;443;79,81
7;Region of Prešov;705;Prešov;708;Sabinov;1;Slovenská ľudová strana Andreja Hlinku;161;0.58;134;83,22
7;Region of Prešov;705;Prešov;708;Sabinov;2;DOBRÁ VOĽBA;873;3.17;692;79,26
7;Region of Prešov;705;Prešov;708;Sabinov;3;Sloboda a Solidarita;861;3.13;703;81,64
7;Region of Prešov;705;Prešov;708;Sabinov;4;SME RODINA;2344;8.53; 1 968;83,95
7;Region of Prešov;705;Prešov;708;Sabinov;5;Slovenské Hnutie Obrody;20;0.07;16;80,00
7;Region of Prešov;705;Prešov;708;Sabinov;6;ZA ĽUDÍ;1147;4.17;928;80,90
7;Region of Prešov;705;Prešov;708;Sabinov;7;MÁME TOHO DOSŤ !;169;0.61;119;70,41
7;Region of Prešov;705;Prešov;708;Sabinov;9;Slovenská národná strana;1008;3.66;844;83,73
7;Region of Prešov;705;Prešov;708;Sabinov;10;Demokratická strana;34;0.12;25;73,52
7;Region of Prešov;705;Prešov;708;Sabinov;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;7266;26.44; 6 370;87,66
7;Region of Prešov;705;Prešov;708;Sabinov;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;927;3.37;751;81,01
7;Region of Prešov;705;Prešov;708;Sabinov;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;16;0.05;14;87,50
7;Region of Prešov;705;Prešov;708;Sabinov;14;99 % - občiansky hlas;11;0.04;6;54,54
7;Region of Prešov;705;Prešov;708;Sabinov;15;Kresťanskodemokratické hnutie;2532;9.21; 2 181;86,13
7;Region of Prešov;705;Prešov;708;Sabinov;16;Slovenská liga;14;0.05;11;78,57
7;Region of Prešov;705;Prešov;708;Sabinov;17;VLASŤ;728;2.64;617;84,75
7;Region of Prešov;705;Prešov;708;Sabinov;18;MOST - HÍD;61;0.22;55;90,16
7;Region of Prešov;705;Prešov;708;Sabinov;19;SMER - sociálna demokracia;6175;22.47; 5 465;88,50
7;Region of Prešov;705;Prešov;708;Sabinov;20;SOLIDARITA - Hnutie pracujúcej chudoby;42;0.15;26;61,90
7;Region of Prešov;705;Prešov;708;Sabinov;21;HLAS ĽUDU;16;0.05;10;62,50
7;Region of Prešov;705;Prešov;708;Sabinov;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;4;0.01;4;100,00
7;Region of Prešov;705;Prešov;708;Sabinov;23;Práca slovenského národa;14;0.05;10;71,42
7;Region of Prešov;705;Prešov;708;Sabinov;24;Kotlebovci - Ľudová strana Naše Slovensko;2952;10.74; 2 570;87,05
7;Region of Prešov;705;Prešov;708;Sabinov;25;Socialisti.sk;103;0.37;80;77,66
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;1;Slovenská ľudová strana Andreja Hlinku;163;0.67;125;76,68
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;2;DOBRÁ VOĽBA;918;3.79;788;85,83
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;3;Sloboda a Solidarita;824;3.4;680;82,52
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;4;SME RODINA;1639;6.76; 1 386;84,56
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;5;Slovenské Hnutie Obrody;8;0.03;7;87,50
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;6;ZA ĽUDÍ;1147;4.73;973;84,82
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;7;MÁME TOHO DOSŤ !;82;0.33;64;78,04
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;9;Slovenská národná strana;1121;4.62;973;86,79
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;10;Demokratická strana;18;0.07;12;66,66
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;5696;23.51; 5 125;89,97
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;740;3.05;629;85,00
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;14;0.05;12;85,71
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;14;99 % - občiansky hlas;9;0.03;9;100,00
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;15;Kresťanskodemokratické hnutie;2749;11.35; 2 572;93,56
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;16;Slovenská liga;9;0.03;6;66,66
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;17;VLASŤ;776;3.2;662;85,30
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;18;MOST - HÍD;44;0.18;36;81,81
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;19;SMER - sociálna demokracia;5542;22.88; 5 039;90,92
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;20;SOLIDARITA - Hnutie pracujúcej chudoby;27;0.11;16;59,25
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;21;HLAS ĽUDU;18;0.07;9;50,00
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;3;0.01;3;100,00
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;23;Práca slovenského národa;8;0.03;6;75,00
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;24;Kotlebovci - Ľudová strana Naše Slovensko;2534;10.46; 2 252;88,87
7;Region of Prešov;706;Stará Ľubovňa;710;Stará Ľubovňa;25;Socialisti.sk;131;0.54;108;82,44
7;Region of Prešov;707;Stropkov;711;Stropkov;1;Slovenská ľudová strana Andreja Hlinku;65;0.67;60;92,30
7;Region of Prešov;707;Stropkov;711;Stropkov;2;DOBRÁ VOĽBA;295;3.07;247;83,72
7;Region of Prešov;707;Stropkov;711;Stropkov;3;Sloboda a Solidarita;359;3.74;267;74,37
7;Region of Prešov;707;Stropkov;711;Stropkov;4;SME RODINA;768;8.01;655;85,28
7;Region of Prešov;707;Stropkov;711;Stropkov;5;Slovenské Hnutie Obrody;25;0.26;23;92,00
7;Region of Prešov;707;Stropkov;711;Stropkov;6;ZA ĽUDÍ;362;3.77;298;82,32
7;Region of Prešov;707;Stropkov;711;Stropkov;7;MÁME TOHO DOSŤ !;38;0.39;23;60,52
7;Region of Prešov;707;Stropkov;711;Stropkov;9;Slovenská národná strana;497;5.18;418;84,10
7;Region of Prešov;707;Stropkov;711;Stropkov;10;Demokratická strana;26;0.27;20;76,92
7;Region of Prešov;707;Stropkov;711;Stropkov;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;1909;19.91; 1 674;87,68
7;Region of Prešov;707;Stropkov;711;Stropkov;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;347;3.62;286;82,42
7;Region of Prešov;707;Stropkov;711;Stropkov;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;7;0.07;6;85,71
7;Region of Prešov;707;Stropkov;711;Stropkov;14;99 % - občiansky hlas;7;0.07;6;85,71
7;Region of Prešov;707;Stropkov;711;Stropkov;15;Kresťanskodemokratické hnutie;1020;10.64;935;91,66
7;Region of Prešov;707;Stropkov;711;Stropkov;16;Slovenská liga;7;0.07;4;57,14
7;Region of Prešov;707;Stropkov;711;Stropkov;17;VLASŤ;430;4.48;371;86,27
7;Region of Prešov;707;Stropkov;711;Stropkov;18;MOST - HÍD;81;0.84;75;92,59
7;Region of Prešov;707;Stropkov;711;Stropkov;19;SMER - sociálna demokracia;2461;25.67; 2 133;86,67
7;Region of Prešov;707;Stropkov;711;Stropkov;20;SOLIDARITA - Hnutie pracujúcej chudoby;12;0.12;7;58,33
7;Region of Prešov;707;Stropkov;711;Stropkov;21;HLAS ĽUDU;6;0.06;5;83,33
7;Region of Prešov;707;Stropkov;711;Stropkov;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;1;0.01;1;100,00
7;Region of Prešov;707;Stropkov;711;Stropkov;23;Práca slovenského národa;1;0.01;1;100,00
7;Region of Prešov;707;Stropkov;711;Stropkov;24;Kotlebovci - Ľudová strana Naše Slovensko;802;8.36;736;91,77
7;Region of Prešov;707;Stropkov;711;Stropkov;25;Socialisti.sk;58;0.6;44;75,86
7;Region of Prešov;708;Svidník;712;Svidník;1;Slovenská ľudová strana Andreja Hlinku;59;0.38;41;69,49
7;Region of Prešov;708;Svidník;712;Svidník;2;DOBRÁ VOĽBA;599;3.94;488;81,46
7;Region of Prešov;708;Svidník;712;Svidník;3;Sloboda a Solidarita;479;3.15;374;78,07
7;Region of Prešov;708;Svidník;712;Svidník;4;SME RODINA;1240;8.16;999;80,56
7;Region of Prešov;708;Svidník;712;Svidník;5;Slovenské Hnutie Obrody;15;0.09;12;80,00
7;Region of Prešov;708;Svidník;712;Svidník;6;ZA ĽUDÍ;484;3.18;410;84,71
7;Region of Prešov;708;Svidník;712;Svidník;7;MÁME TOHO DOSŤ !;72;0.47;57;79,16
7;Region of Prešov;708;Svidník;712;Svidník;9;Slovenská národná strana;980;6.45;855;87,24
7;Region of Prešov;708;Svidník;712;Svidník;10;Demokratická strana;36;0.23;26;72,22
7;Region of Prešov;708;Svidník;712;Svidník;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;2980;19.61; 2 624;88,05
7;Region of Prešov;708;Svidník;712;Svidník;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;491;3.23;413;84,11
7;Region of Prešov;708;Svidník;712;Svidník;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;12;0.07;8;66,66
7;Region of Prešov;708;Svidník;712;Svidník;14;99 % - občiansky hlas;6;0.03;4;66,66
7;Region of Prešov;708;Svidník;712;Svidník;15;Kresťanskodemokratické hnutie;1093;7.19;983;89,93
7;Region of Prešov;708;Svidník;712;Svidník;16;Slovenská liga;10;0.06;8;80,00
7;Region of Prešov;708;Svidník;712;Svidník;17;VLASŤ;707;4.65;601;85,00
7;Region of Prešov;708;Svidník;712;Svidník;18;MOST - HÍD;378;2.48;368;97,35
7;Region of Prešov;708;Svidník;712;Svidník;19;SMER - sociálna demokracia;4261;28.05; 3 794;89,04
7;Region of Prešov;708;Svidník;712;Svidník;20;SOLIDARITA - Hnutie pracujúcej chudoby;22;0.14;11;50,00
7;Region of Prešov;708;Svidník;712;Svidník;21;HLAS ĽUDU;7;0.04;5;71,42
7;Region of Prešov;708;Svidník;712;Svidník;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;8;0.05;8;100,00
7;Region of Prešov;708;Svidník;712;Svidník;23;Práca slovenského národa;5;0.03;3;60,00
7;Region of Prešov;708;Svidník;712;Svidník;24;Kotlebovci - Ľudová strana Naše Slovensko;1140;7.5; 1 003;87,98
7;Region of Prešov;708;Svidník;712;Svidník;25;Socialisti.sk;105;0.69;76;72,38
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;1;Slovenská ľudová strana Andreja Hlinku;180;0.51;157;87,22
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;2;DOBRÁ VOĽBA;1116;3.2;925;82,88
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;3;Sloboda a Solidarita;872;2.5;715;81,99
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;4;SME RODINA;3213;9.23; 2 791;86,86
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;5;Slovenské Hnutie Obrody;33;0.09;22;66,66
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;6;ZA ĽUDÍ;1170;3.36;968;82,73
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;7;MÁME TOHO DOSŤ !;121;0.34;80;66,11
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;9;Slovenská národná strana;1448;4.16; 1 195;82,52
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;10;Demokratická strana;38;0.1;24;63,15
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;7584;21.79; 6 863;90,49
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1069;3.07;867;81,10
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;13;0.03;9;69,23
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;14;99 % - občiansky hlas;13;0.03;10;76,92
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;15;Kresťanskodemokratické hnutie;2703;7.76; 2 404;88,93
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;16;Slovenská liga;15;0.04;10;66,66
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;17;VLASŤ;1289;3.7; 1 148;89,06
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;18;MOST - HÍD;113;0.32;94;83,18
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;19;SMER - sociálna demokracia;9619;27.64; 8 651;89,93
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;20;SOLIDARITA - Hnutie pracujúcej chudoby;48;0.13;35;72,91
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;21;HLAS ĽUDU;13;0.03;6;46,15
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;10;0.02;7;70,00
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;23;Práca slovenského národa;20;0.05;17;85,00
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;24;Kotlebovci - Ľudová strana Naše Slovensko;3901;11.21; 3 460;88,69
7;Region of Prešov;709;Vranov nad Topľou;713;Vranov nad Topľou;25;Socialisti.sk;198;0.56;156;78,78
8;Region of Košice;801;Košice;802;Košice I;1;Slovenská ľudová strana Andreja Hlinku;37;0.1;28;75,67
8;Region of Košice;801;Košice;802;Košice I;2;DOBRÁ VOĽBA;948;2.71;791;83,43
8;Region of Košice;801;Košice;802;Košice I;3;Sloboda a Solidarita;3313;9.48; 2 525;76,21
8;Region of Košice;801;Košice;802;Košice I;4;SME RODINA;2658;7.6; 2 166;81,48
8;Region of Košice;801;Košice;802;Košice I;5;Slovenské Hnutie Obrody;20;0.05;14;70,00
8;Region of Košice;801;Košice;802;Košice I;6;ZA ĽUDÍ;3544;10.14; 2 809;79,26
8;Region of Košice;801;Košice;802;Košice I;7;MÁME TOHO DOSŤ !;115;0.32;82;71,30
8;Region of Košice;801;Košice;802;Košice I;9;Slovenská národná strana;651;1.86;516;79,26
8;Region of Košice;801;Košice;802;Košice I;10;Demokratická strana;64;0.18;51;79,68
8;Region of Košice;801;Košice;802;Košice I;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;9751;27.9; 8 502;87,19
8;Region of Košice;801;Košice;802;Košice I;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;3682;10.53; 3 024;82,12
8;Region of Košice;801;Košice;802;Košice I;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;5;0.01;1;20,00
8;Region of Košice;801;Košice;802;Košice I;14;99 % - občiansky hlas;10;0.02;5;50,00
8;Region of Košice;801;Košice;802;Košice I;15;Kresťanskodemokratické hnutie;1651;4.72; 1 414;85,64
8;Region of Košice;801;Košice;802;Košice I;16;Slovenská liga;12;0.03;9;75,00
8;Region of Košice;801;Košice;802;Košice I;17;VLASŤ;1219;3.48; 1 059;86,87
8;Region of Košice;801;Košice;802;Košice I;18;MOST - HÍD;383;1.09;318;83,02
8;Region of Košice;801;Košice;802;Košice I;19;SMER - sociálna demokracia;4310;12.33; 3 795;88,05
8;Region of Košice;801;Košice;802;Košice I;20;SOLIDARITA - Hnutie pracujúcej chudoby;16;0.04;8;50,00
8;Region of Košice;801;Košice;802;Košice I;21;HLAS ĽUDU;14;0.04;10;71,42
8;Region of Košice;801;Košice;802;Košice I;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;519;1.48;445;85,74
8;Region of Košice;801;Košice;802;Košice I;23;Práca slovenského národa;3;0;2;66,66
8;Region of Košice;801;Košice;802;Košice I;24;Kotlebovci - Ľudová strana Naše Slovensko;1807;5.17; 1 499;82,95
8;Region of Košice;801;Košice;802;Košice I;25;Socialisti.sk;208;0.59;146;70,19
8;Region of Košice;801;Košice;803;Košice II;1;Slovenská ľudová strana Andreja Hlinku;62;0.15;50;80,64
8;Region of Košice;801;Košice;803;Košice II;2;DOBRÁ VOĽBA;1173;2.97;944;80,47
8;Region of Košice;801;Košice;803;Košice II;3;Sloboda a Solidarita;3274;8.31; 2 422;73,97
8;Region of Košice;801;Košice;803;Košice II;4;SME RODINA;3355;8.52; 2 671;79,61
8;Region of Košice;801;Košice;803;Košice II;5;Slovenské Hnutie Obrody;12;0.03;8;66,66
8;Region of Košice;801;Košice;803;Košice II;6;ZA ĽUDÍ;3842;9.75; 3 081;80,19
8;Region of Košice;801;Košice;803;Košice II;7;MÁME TOHO DOSŤ !;158;0.4;112;70,88
8;Region of Košice;801;Košice;803;Košice II;9;Slovenská národná strana;738;1.87;578;78,31
8;Region of Košice;801;Košice;803;Košice II;10;Demokratická strana;73;0.18;54;73,97
8;Region of Košice;801;Košice;803;Košice II;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;11393;28.93; 9 836;86,33
8;Region of Košice;801;Košice;803;Košice II;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;3246;8.24; 2 575;79,32
8;Region of Košice;801;Košice;803;Košice II;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;7;0.01;3;42,85
8;Region of Košice;801;Košice;803;Košice II;14;99 % - občiansky hlas;12;0.03;9;75,00
8;Region of Košice;801;Košice;803;Košice II;15;Kresťanskodemokratické hnutie;1880;4.77; 1 590;84,57
8;Region of Košice;801;Košice;803;Košice II;16;Slovenská liga;6;0.01;6;100,00
8;Region of Košice;801;Košice;803;Košice II;17;VLASŤ;1417;3.59; 1 202;84,82
8;Region of Košice;801;Košice;803;Košice II;18;MOST - HÍD;329;0.83;267;81,15
8;Region of Košice;801;Košice;803;Košice II;19;SMER - sociálna demokracia;5561;14.12; 4 863;87,44
8;Region of Košice;801;Košice;803;Košice II;20;SOLIDARITA - Hnutie pracujúcej chudoby;27;0.06;13;48,14
8;Region of Košice;801;Košice;803;Košice II;21;HLAS ĽUDU;17;0.04;14;82,35
8;Region of Košice;801;Košice;803;Košice II;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;378;0.96;321;84,92
8;Region of Košice;801;Košice;803;Košice II;23;Práca slovenského národa;12;0.03;6;50,00
8;Region of Košice;801;Košice;803;Košice II;24;Kotlebovci - Ľudová strana Naše Slovensko;2142;5.44; 1 777;82,95
8;Region of Košice;801;Košice;803;Košice II;25;Socialisti.sk;257;0.65;181;70,42
8;Region of Košice;801;Košice;804;Košice III;1;Slovenská ľudová strana Andreja Hlinku;12;0.08;8;66,66
8;Region of Košice;801;Košice;804;Košice III;2;DOBRÁ VOĽBA;578;3.99;474;82,00
8;Region of Košice;801;Košice;804;Košice III;3;Sloboda a Solidarita;1036;7.16;791;76,35
8;Region of Košice;801;Košice;804;Košice III;4;SME RODINA;1418;9.8; 1 181;83,28
8;Region of Košice;801;Košice;804;Košice III;5;Slovenské Hnutie Obrody;5;0.03;4;80,00
8;Region of Košice;801;Košice;804;Košice III;6;ZA ĽUDÍ;1253;8.65; 1 009;80,52
8;Region of Košice;801;Košice;804;Košice III;7;MÁME TOHO DOSŤ !;66;0.45;49;74,24
8;Region of Košice;801;Košice;804;Košice III;9;Slovenská národná strana;327;2.26;257;78,59
8;Region of Košice;801;Košice;804;Košice III;10;Demokratická strana;8;0.05;5;62,50
8;Region of Košice;801;Košice;804;Košice III;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;4125;28.5; 3 520;85,33
8;Region of Košice;801;Košice;804;Košice III;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1005;6.94;794;79,00
8;Region of Košice;801;Košice;804;Košice III;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;1;0;0;0,00
8;Region of Košice;801;Košice;804;Košice III;14;99 % - občiansky hlas;4;0.02;3;75,00
